optimizer,learning_rate,exponential_decay,num,epoch,ensemble,smape,mase*
rmsprop,0.0001,False,3,1,False,13.737144194727577,2.7861704200874207
rmsprop,0.0001,False,3,1,True,13.737144194727577,2.7861704200874207
rmsprop,0.0001,False,3,2,False,13.403217465522182,2.7183091965797224
rmsprop,0.0001,False,3,2,True,13.510113973494116,2.7434978495134907
rmsprop,0.0001,False,3,3,False,13.470179843892383,2.7198582931388837
rmsprop,0.0001,False,3,3,True,13.431130767258942,2.7199903879502965
rmsprop,0.0001,False,3,4,False,14.151623137031555,2.844159107909057
rmsprop,0.0001,False,3,4,True,13.51130345324297,2.739434347935531
rmsprop,0.0001,False,3,5,False,14.272710602006748,2.8409250471092378
rmsprop,0.0001,False,3,5,True,13.615407152527837,2.7561221990124887
rmsprop,0.0001,False,3,6,False,13.596672218036444,2.7945804000533414
rmsprop,0.0001,False,3,6,True,13.525221522707294,2.749889775089002
rmsprop,0.0001,False,3,7,False,13.576097491772666,2.7544007481486985
rmsprop,0.0001,False,3,7,True,13.540355865406434,2.7487514373377295
rmsprop,0.0001,False,3,8,False,15.125665833572711,3.0315706444571338
rmsprop,0.0001,False,3,8,True,13.564006108917335,2.7559501189991003
rmsprop,0.0001,False,3,9,False,13.528545205602386,2.735635119748841
rmsprop,0.0001,False,3,9,True,13.53325817461356,2.7471393731559997
rmsprop,0.0001,False,3,10,False,13.538516546002123,2.767370346255861
rmsprop,0.0001,False,3,10,True,13.516424076624656,2.746507625838446
rmsprop,0.0001,False,3,11,False,13.798542227380041,2.7555433533844007
rmsprop,0.0001,False,3,11,True,13.529858499483659,2.7458121118927887
rmsprop,0.0001,False,3,12,False,13.434705813369701,2.7019139217975923
rmsprop,0.0001,False,3,12,True,13.507450409100603,2.740348866153755
rmsprop,0.0001,False,3,13,False,13.569956823197415,2.7658601692342755
rmsprop,0.0001,False,3,13,True,13.506531745101107,2.7418268095420175
rmsprop,0.0001,False,3,14,False,13.757904296974862,2.773841073971942
rmsprop,0.0001,False,3,14,True,13.52411526322916,2.7453584411487117
rmsprop,0.0001,False,3,15,False,13.371003060689809,2.6882599377846685
rmsprop,0.0001,False,3,15,True,13.50639039435722,2.7410346946461694
rmsprop,0.0001,False,2,1,False,14.327238086880111,2.9972494396347673
rmsprop,0.0001,False,2,1,True,14.327238086880111,2.9972494396347673
rmsprop,0.0001,False,2,2,False,13.56727960319707,2.7755294750364095
rmsprop,0.0001,False,2,2,True,13.851697958536363,2.8673227693677106
rmsprop,0.0001,False,2,3,False,13.465224704544067,2.7314797433070788
rmsprop,0.0001,False,2,3,True,13.564044083725701,2.7742931116429106
rmsprop,0.0001,False,2,4,False,14.002949216659562,2.8022314264710384
rmsprop,0.0001,False,2,4,True,13.596823658266784,2.776947598858873
rmsprop,0.0001,False,2,5,False,14.94061195126281,3.0400556242529864
rmsprop,0.0001,False,2,5,True,13.790725967400675,2.817591525993026
rmsprop,0.0001,False,2,6,False,13.455943062718408,2.7161434972219674
rmsprop,0.0001,False,2,6,True,13.587158846963982,2.773014102921472
rmsprop,0.0001,False,2,7,False,13.638546462402644,2.7818064380977012
rmsprop,0.0001,False,2,7,True,13.601955591749263,2.775561957301563
rmsprop,0.0001,False,2,8,False,15.452660896137271,3.1113343909558875
rmsprop,0.0001,False,2,8,True,13.661040856798769,2.7896025060992953
rmsprop,0.0001,False,2,9,False,13.596916178902216,2.753319539027769
rmsprop,0.0001,False,2,9,True,13.593939797332657,2.772399473898102
rmsprop,0.0001,False,2,10,False,13.548136758284121,2.7269938418723334
rmsprop,0.0001,False,2,10,True,13.55958560528506,2.761009694296694
rmsprop,0.0001,False,2,11,False,14.02287417200742,2.8417166996491003
rmsprop,0.0001,False,2,11,True,13.59553035830182,2.7706167086204525
rmsprop,0.0001,False,2,12,False,13.654586866347813,2.7921558424706294
rmsprop,0.0001,False,2,12,True,13.584004866650728,2.7686087566974793
rmsprop,0.0001,False,2,13,False,13.499777521733334,2.729205449438766
rmsprop,0.0001,False,2,13,True,13.565332467271531,2.760728977963571
rmsprop,0.0001,False,2,14,False,13.728356889222628,2.757026270493416
rmsprop,0.0001,False,2,14,True,13.567977000040386,2.7599601495107517
rmsprop,0.0001,False,2,15,False,13.40360798876439,2.7196048907609813
rmsprop,0.0001,False,2,15,True,13.545328677760645,2.7537847559197717
rmsprop,0.0001,False,1,1,False,13.500899942506996,2.7066267565716364
rmsprop,0.0001,False,1,1,True,13.500899942506996,2.7066267565716364
rmsprop,0.0001,False,1,2,False,13.47906939251902,2.721003804361949
rmsprop,0.0001,False,1,2,True,13.439765053798126,2.70360777544923
rmsprop,0.0001,False,1,3,False,13.42560655714162,2.716741753520411
rmsprop,0.0001,False,1,3,True,13.43856948263309,2.714882223171359
rmsprop,0.0001,False,1,4,False,14.264248619312001,2.894330248802798
rmsprop,0.0001,False,1,4,True,13.454443172189741,2.718557173731455
rmsprop,0.0001,False,1,5,False,14.438311127567864,2.8905806318465683
rmsprop,0.0001,False,1,5,True,13.491973315506652,2.723887475353158
rmsprop,0.0001,False,1,6,False,13.571901932023861,2.7750418799352548
rmsprop,0.0001,False,1,6,True,13.473152634059327,2.730077571472964
rmsprop,0.0001,False,1,7,False,13.943927753059755,2.891179116098263
rmsprop,0.0001,False,1,7,True,13.526770434035708,2.7478954158694853
rmsprop,0.0001,False,1,8,False,15.23180839568887,3.053283382087561
rmsprop,0.0001,False,1,8,True,13.565628676035221,2.761833734918474
rmsprop,0.0001,False,1,9,False,13.593420820280707,2.7734024574678293
rmsprop,0.0001,False,1,9,True,13.55596361861217,2.75958692293082
rmsprop,0.0001,False,1,10,False,13.519884986671075,2.7375095141045365
rmsprop,0.0001,False,1,10,True,13.530465936417905,2.752549883829579
rmsprop,0.0001,False,1,11,False,13.871469360906236,2.796271306593734
rmsprop,0.0001,False,1,11,True,13.553271997322542,2.7566667116798276
rmsprop,0.0001,False,1,12,False,13.65301166845374,2.8060614899423157
rmsprop,0.0001,False,1,12,True,13.55043006769759,2.75988030957381
rmsprop,0.0001,False,1,13,False,13.56080956877355,2.7534432125810517
rmsprop,0.0001,False,1,13,True,13.54098972811666,2.75728144845126
rmsprop,0.0001,False,1,14,False,13.817849401728838,2.7981460685786237
rmsprop,0.0001,False,1,14,True,13.561410196554847,2.761336959798562
rmsprop,0.0001,False,1,15,False,13.540092296761589,2.7619910189663908
rmsprop,0.0001,False,1,15,True,13.548306432996519,2.7594838326336246
rmsprop,0.0001,False,0,1,False,13.715793193325558,2.758583963727084
rmsprop,0.0001,False,0,1,True,13.715793193325558,2.758583963727084
rmsprop,0.0001,False,0,2,False,13.387654276238466,2.7047491566098127
rmsprop,0.0001,False,0,2,True,13.486721886026805,2.723420289324703
rmsprop,0.0001,False,0,3,False,13.667134795629241,2.816001774117376
rmsprop,0.0001,False,0,3,True,13.485207859132023,2.743356349097968
rmsprop,0.0001,False,0,4,False,14.014530968849185,2.796869780493351
rmsprop,0.0001,False,0,4,True,13.532798214334488,2.7433031963678496
rmsprop,0.0001,False,0,5,False,14.36713445909664,2.861360909272353
rmsprop,0.0001,False,0,5,True,13.619421690426078,2.751064555041174
rmsprop,0.0001,False,0,6,False,13.426787360718087,2.7123941177931723
rmsprop,0.0001,False,0,6,True,13.51076636958067,2.738745581200911
rmsprop,0.0001,False,0,7,False,13.61609635267957,2.7595262593163326
rmsprop,0.0001,False,0,7,True,13.553190968363733,2.743984874973854
rmsprop,0.0001,False,0,8,False,15.18623975620393,3.0250412279928685
rmsprop,0.0001,False,0,8,True,13.561204452140455,2.7469440806465215
rmsprop,0.0001,False,0,9,False,13.952683525794535,2.891994404308371
rmsprop,0.0001,False,0,9,True,13.557480678656619,2.7529552971266087
rmsprop,0.0001,False,0,10,False,13.597521730032968,2.775815164753952
rmsprop,0.0001,False,0,10,True,13.54853266331446,2.75394010666977
rmsprop,0.0001,False,0,11,False,13.742903093870197,2.749550503834046
rmsprop,0.0001,False,0,11,True,13.556628975227834,2.751594462376105
rmsprop,0.0001,False,0,12,False,13.555629700948087,2.7735512507442066
rmsprop,0.0001,False,0,12,True,13.543391486834192,2.752903391833199
rmsprop,0.0001,False,0,13,False,13.43072926884046,2.704389807287044
rmsprop,0.0001,False,0,13,True,13.523774920933016,2.7470706182154756
rmsprop,0.0001,False,0,14,False,14.002954798556132,2.8620620271932458
rmsprop,0.0001,False,0,14,True,13.548459993368587,2.752644355988945
rmsprop,0.0001,False,0,15,False,13.849233701914349,2.879488793060474
rmsprop,0.0001,False,0,15,True,13.549139015732084,2.75704732565712
rmsprop,0.0001,False,,0,True,13.676479080607436,2.7677876732350666
rmsprop,0.0001,False,,1,True,13.421584969839977,2.720052147035143
rmsprop,0.0001,False,,2,True,13.444643259074558,2.72580010562621
rmsprop,0.0001,False,,3,True,14.072417665102327,2.825021559298194
rmsprop,0.0001,False,,4,True,14.390271242269433,2.8741336229183907
rmsprop,0.0001,False,,5,True,13.47076526385034,2.738520543263669
rmsprop,0.0001,False,,6,True,13.619055116644425,2.772026563059893
rmsprop,0.0001,False,,7,True,15.212705800076172,3.046436107020972
rmsprop,0.0001,False,,8,True,13.583886851983982,2.7639053060384007
rmsprop,0.0001,False,,9,True,13.536199226665,2.75129228549308
rmsprop,0.0001,False,,10,True,13.822745969766443,2.777388235672956
rmsprop,0.0001,False,,11,True,13.582370325017244,2.77660060689266
rmsprop,0.0001,False,,12,True,13.505885677826141,2.735958403457213
rmsprop,0.0001,False,,13,True,13.788812573156315,2.786644334477537
rmsprop,0.0001,False,,14,True,13.451713292757272,2.736223161467982
rmsprop,0.0001,False,,,True,13.528526590947958,2.7510853415163297
rmsprop,0.0001,True,1,1,False,13.858882420279855,2.801123558285432
rmsprop,0.0001,True,1,1,True,13.858882420279855,2.801123558285432
rmsprop,0.0001,True,1,2,False,13.542663761778558,2.7451437410857062
rmsprop,0.0001,True,1,2,True,13.661063839605827,2.7678996935160343
rmsprop,0.0001,True,1,3,False,13.808742176307815,2.844031849793463
rmsprop,0.0001,True,1,3,True,13.66639563325807,2.7860946350921547
rmsprop,0.0001,True,1,4,False,14.42414830657644,2.915532368194368
rmsprop,0.0001,True,1,4,True,13.739275057929826,2.7992212687364777
rmsprop,0.0001,True,1,5,False,14.609007674727513,2.9202397714405417
rmsprop,0.0001,True,1,5,True,13.814728307146865,2.8067626779765185
rmsprop,0.0001,True,1,6,False,13.554166186425325,2.749649255382282
rmsprop,0.0001,True,1,6,True,13.707578509951336,2.7902486253677377
rmsprop,0.0001,True,1,7,False,13.706286580641537,2.749750462651303
rmsprop,0.0001,True,1,7,True,13.709755410412669,2.780286208000376
rmsprop,0.0001,True,1,8,False,15.283259664099806,3.055235429226032
rmsprop,0.0001,True,1,8,True,13.721254157301013,2.785906825973192
rmsprop,0.0001,True,1,9,False,13.773208526244412,2.7884967670514738
rmsprop,0.0001,True,1,9,True,13.714564437096913,2.782339550630286
rmsprop,0.0001,True,1,10,False,13.66334931112203,2.778359867304257
rmsprop,0.0001,True,1,10,True,13.696013227268203,2.7801150255691227
rmsprop,0.0001,True,1,11,False,14.082109272101276,2.843462214018501
rmsprop,0.0001,True,1,11,True,13.71705437737751,2.783874370086464
rmsprop,0.0001,True,1,12,False,13.57711281830976,2.7511678791430705
rmsprop,0.0001,True,1,12,True,13.694459597158023,2.779042811417906
rmsprop,0.0001,True,1,13,False,13.603546597883074,2.7439354507987446
rmsprop,0.0001,True,1,13,True,13.678130192760873,2.7738322297335314
rmsprop,0.0001,True,1,14,False,13.963526835550866,2.8160019048464995
rmsprop,0.0001,True,1,14,True,13.698181640456058,2.7774899200023495
rmsprop,0.0001,True,1,15,False,13.54308128446985,2.7503474457741675
rmsprop,0.0001,True,1,15,True,13.679095253882677,2.7743072755408678
rmsprop,0.0001,True,2,1,False,13.758480975882975,2.7858348764510974
rmsprop,0.0001,True,2,1,True,13.758480975882975,2.7858348764510974
rmsprop,0.0001,True,2,2,False,13.59955156187906,2.7726669253876404
rmsprop,0.0001,True,2,2,True,13.645720571701753,2.7748560036661827
rmsprop,0.0001,True,2,3,False,13.627193133876837,2.754103685561257
rmsprop,0.0001,True,2,3,True,13.606977460577896,2.7633128607240387
rmsprop,0.0001,True,2,4,False,14.128384889288496,2.817425075065756
rmsprop,0.0001,True,2,4,True,13.644197627548095,2.7668494970888826
rmsprop,0.0001,True,2,5,False,14.56228928495192,2.9150447480818764
rmsprop,0.0001,True,2,5,True,13.729686051625384,2.7803031426667326
rmsprop,0.0001,True,2,6,False,13.552202863798168,2.7293756223726295
rmsprop,0.0001,True,2,6,True,13.629218892970908,2.762286117192059
rmsprop,0.0001,True,2,7,False,13.722482863744665,2.7721004803239606
rmsprop,0.0001,True,2,7,True,13.681856050312023,2.7686166657288456
rmsprop,0.0001,True,2,8,False,15.4912203872029,3.1199236054019086
rmsprop,0.0001,True,2,8,True,13.692815023530006,2.7733091615452437
rmsprop,0.0001,True,2,9,False,13.624125926013607,2.7255872688627805
rmsprop,0.0001,True,2,9,True,13.674602344691024,2.7658580272774755
rmsprop,0.0001,True,2,10,False,13.792392801616115,2.8215167632615934
rmsprop,0.0001,True,2,10,True,13.664420800467406,2.7677603159563366
rmsprop,0.0001,True,2,11,False,14.003782211371734,2.823729473576837
rmsprop,0.0001,True,2,11,True,13.690645233629125,2.7722029702263056
rmsprop,0.0001,True,2,12,False,13.602795389773663,2.7479423925909003
rmsprop,0.0001,True,2,12,True,13.66705248850547,2.768196254646601
rmsprop,0.0001,True,2,13,False,13.607739322735448,2.7586654000288306
rmsprop,0.0001,True,2,13,True,13.64551432516396,2.765292766036499
rmsprop,0.0001,True,2,14,False,13.755614288501876,2.7599965791818453
rmsprop,0.0001,True,2,14,True,13.658291852498502,2.764804963860147
rmsprop,0.0001,True,2,15,False,13.523246849602947,2.7381316316743547
rmsprop,0.0001,True,2,15,True,13.635238057442965,2.7617210586033023
rmsprop,0.0001,True,0,1,False,13.809714725828856,2.805234920335161
rmsprop,0.0001,True,0,1,True,13.809714725828856,2.805234920335161
rmsprop,0.0001,True,0,2,False,13.663284189238459,2.7984261804300163
rmsprop,0.0001,True,0,2,True,13.701346011568962,2.7973153807591205
rmsprop,0.0001,True,0,3,False,13.54214139300481,2.73698429241233
rmsprop,0.0001,True,0,3,True,13.619660796407155,2.774056413785293
rmsprop,0.0001,True,0,4,False,14.18470384006822,2.8538435584246264
rmsprop,0.0001,True,0,4,True,13.663973112504378,2.78005675036479
rmsprop,0.0001,True,0,5,False,14.608318910434065,2.9463488654232206
rmsprop,0.0001,True,0,5,True,13.763739204000057,2.796595252706919
rmsprop,0.0001,True,0,6,False,13.585672152413093,2.7720458261967678
rmsprop,0.0001,True,0,6,True,13.65854102844254,2.78296536288919
rmsprop,0.0001,True,0,7,False,13.758304935833221,2.8076028352918785
rmsprop,0.0001,True,0,7,True,13.715341461794127,2.793740854428392
rmsprop,0.0001,True,0,8,False,15.091802755230159,3.014571276002285
rmsprop,0.0001,True,0,8,True,13.72029526328094,2.7948487779730122
rmsprop,0.0001,True,0,9,False,13.82422191247701,2.829372511254913
rmsprop,0.0001,True,0,9,True,13.73233939245856,2.799945601677756
rmsprop,0.0001,True,0,10,False,13.71680841309484,2.7745735373616203
rmsprop,0.0001,True,0,10,True,13.715746890489951,2.7952244735569556
rmsprop,0.0001,True,0,11,False,13.926046201683825,2.794434928110521
rmsprop,0.0001,True,0,11,True,13.72910061743595,2.7951138941336824
rmsprop,0.0001,True,0,12,False,13.514952111422499,2.735067728872888
rmsprop,0.0001,True,0,12,True,13.69559864891446,2.7871993940882955
rmsprop,0.0001,True,0,13,False,13.585255988077064,2.738911141974668
rmsprop,0.0001,True,0,13,True,13.673279444192476,2.7798260275172266
rmsprop,0.0001,True,0,14,False,13.800949852975757,2.794768462124266
rmsprop,0.0001,True,0,14,True,13.683178567366694,2.7810676149065423
rmsprop,0.0001,True,0,15,False,13.523963356900474,2.7518853831115355
rmsprop,0.0001,True,0,15,True,13.665599867009254,2.7779194102841234
rmsprop,0.0001,True,3,1,False,13.763235918090562,2.7781167287786857
rmsprop,0.0001,True,3,1,True,13.763235918090562,2.7781167287786857
rmsprop,0.0001,True,3,2,False,13.530296031115942,2.7509388556845713
rmsprop,0.0001,True,3,2,True,13.612272332089177,2.760323777817564
rmsprop,0.0001,True,3,3,False,13.572337130909123,2.7645952601992296
rmsprop,0.0001,True,3,3,True,13.55558393644547,2.7571206869754064
rmsprop,0.0001,True,3,4,False,14.153228676298173,2.8263264708646965
rmsprop,0.0001,True,3,4,True,13.61843136919549,2.7630448202838727
rmsprop,0.0001,True,3,5,False,14.468576735152425,2.8880912302238153
rmsprop,0.0001,True,3,5,True,13.713074471647248,2.7752600083319665
rmsprop,0.0001,True,3,6,False,13.592346246007233,2.7591283955300563
rmsprop,0.0001,True,3,6,True,13.616903908701746,2.7628547750362458
rmsprop,0.0001,True,3,7,False,13.776104614678408,2.779294180075676
rmsprop,0.0001,True,3,7,True,13.69283352467347,2.7723035541734538
rmsprop,0.0001,True,3,8,False,15.526321779856282,3.133259942912624
rmsprop,0.0001,True,3,8,True,13.689264044036943,2.7752926743797546
rmsprop,0.0001,True,3,9,False,13.779876232106501,2.812942814119529
rmsprop,0.0001,True,3,9,True,13.687709142019747,2.7784893227167715
rmsprop,0.0001,True,3,10,False,13.74497295914623,2.8139861143919167
rmsprop,0.0001,True,3,10,True,13.680823339099216,2.780404147962699
rmsprop,0.0001,True,3,11,False,13.96598349335774,2.8140000666072154
rmsprop,0.0001,True,3,11,True,13.69769647908259,2.781995726359093
rmsprop,0.0001,True,3,12,False,13.566598069356656,2.7273658855103067
rmsprop,0.0001,True,3,12,True,13.677953196401647,2.7763108777892294
rmsprop,0.0001,True,3,13,False,13.92334778920165,2.8667536744592756
rmsprop,0.0001,True,3,13,True,13.683752725757547,2.7807199015025814
rmsprop,0.0001,True,3,14,False,13.857630104755428,2.773598069294546
rmsprop,0.0001,True,3,14,True,13.688605630524735,2.7785408174260944
rmsprop,0.0001,True,3,15,False,13.56862969005245,2.7584665388781766
rmsprop,0.0001,True,3,15,True,13.675768550426543,2.7774252436561278
rmsprop,0.0001,True,,0,True,13.79057140048136,2.791614604541057
rmsprop,0.0001,True,,1,True,13.565542029863208,2.7626456171602083
rmsprop,0.0001,True,,2,True,13.582233802589208,2.760166067576556
rmsprop,0.0001,True,,3,True,14.180245647622913,2.842910744985743
rmsprop,0.0001,True,,4,True,14.543625526021252,2.912004430014108
rmsprop,0.0001,True,,5,True,13.567027452854886,2.7526559194408944
rmsprop,0.0001,True,,6,True,13.731385383217566,2.772896378062677
rmsprop,0.0001,True,,7,True,15.361974914732478,3.0822616383649395
rmsprop,0.0001,True,,8,True,13.74979508540249,2.793720527308948
rmsprop,0.0001,True,,9,True,13.710770072377231,2.7959197053682683
rmsprop,0.0001,True,,10,True,13.985816148763384,2.817402929609942
rmsprop,0.0001,True,,11,True,13.560288323808786,2.7402136738106515
rmsprop,0.0001,True,,12,True,13.607260221490712,2.7533788326540973
rmsprop,0.0001,True,,13,True,13.826895560036986,2.7825890841088645
rmsprop,0.0001,True,,14,True,13.541698386661825,2.750373898567889
rmsprop,0.0001,True,,,True,13.662513649610363,2.7727822140259715
rmsprop,0.0005,False,1,1,False,13.372746856884868,2.7281387074046557
rmsprop,0.0005,False,1,1,True,13.372746856884868,2.7281387074046557
rmsprop,0.0005,False,1,2,False,13.465723634906887,2.770970177455658
rmsprop,0.0005,False,1,2,True,13.391914103539063,2.744802264433199
rmsprop,0.0005,False,1,3,False,13.467644237887038,2.7514229854762355
rmsprop,0.0005,False,1,3,True,13.4276913418894,2.751798857656245
rmsprop,0.0005,False,1,4,False,14.006595651291738,2.835599933490715
rmsprop,0.0005,False,1,4,True,13.438220569393886,2.7533229414102194
rmsprop,0.0005,False,1,5,False,13.753345281986107,2.7245487857236808
rmsprop,0.0005,False,1,5,True,13.4292473524597,2.7427434821051278
rmsprop,0.0005,False,1,6,False,13.325971537774125,2.6795081633423585
rmsprop,0.0005,False,1,6,True,13.388828271384401,2.727098726730538
rmsprop,0.0005,False,1,7,False,13.387381816061396,2.699120866235197
rmsprop,0.0005,False,1,7,True,13.353663639453092,2.715083886831173
rmsprop,0.0005,False,1,8,False,15.433343921598224,3.2312467566973355
rmsprop,0.0005,False,1,8,True,13.37090852659992,2.7258711231435466
rmsprop,0.0005,False,1,9,False,13.288907499675986,2.6864684908146375
rmsprop,0.0005,False,1,9,True,13.336761764697027,2.7150244265867705
rmsprop,0.0005,False,1,10,False,13.25918035999565,2.681353517825441
rmsprop,0.0005,False,1,10,True,13.291591698116832,2.7003606483668148
rmsprop,0.0005,False,1,11,False,13.504854190292845,2.764889856561802
rmsprop,0.0005,False,1,11,True,13.324812112267844,2.715209447917102
rmsprop,0.0005,False,1,12,False,13.345352919061623,2.722123431029001
rmsprop,0.0005,False,1,12,True,13.31400244691068,2.7128076325269106
rmsprop,0.0005,False,1,13,False,13.527535421611343,2.7819002324914455
rmsprop,0.0005,False,1,13,True,13.339899073500856,2.7220270036129883
rmsprop,0.0005,False,1,14,False,13.408359252002354,2.6881842698302973
rmsprop,0.0005,False,1,14,True,13.316495931439936,2.712787925839179
rmsprop,0.0005,False,1,15,False,13.445274807974798,2.752802991676673
rmsprop,0.0005,False,1,15,True,13.32629661361882,2.7164513571843885
rmsprop,0.0005,False,3,1,False,13.425620952666925,2.733624683756127
rmsprop,0.0005,False,3,1,True,13.425620952666925,2.733624683756127
rmsprop,0.0005,False,3,2,False,13.327775704080075,2.717053547527313
rmsprop,0.0005,False,3,2,True,13.343306976709693,2.721265442326409
rmsprop,0.0005,False,3,3,False,13.25495927527375,2.6808156784720207
rmsprop,0.0005,False,3,3,True,13.308002171481812,2.707543520110696
rmsprop,0.0005,False,3,4,False,13.998895277643632,2.887438016572384
rmsprop,0.0005,False,3,4,True,13.337179597603159,2.7193977288904088
rmsprop,0.0005,False,3,5,False,13.789006902222752,2.7653723568936432
rmsprop,0.0005,False,3,5,True,13.35914558505159,2.722685118292311
rmsprop,0.0005,False,3,6,False,13.33402422673935,2.717430994967981
rmsprop,0.0005,False,3,6,True,13.326514929638218,2.716409583116517
rmsprop,0.0005,False,3,7,False,13.301226092691625,2.694862729114621
rmsprop,0.0005,False,3,7,True,13.301244394694015,2.7084010863859422
rmsprop,0.0005,False,3,8,False,14.427183296662598,2.879746568849651
rmsprop,0.0005,False,3,8,True,13.30826321283909,2.7094045090799046
rmsprop,0.0005,False,3,9,False,13.400747101835071,2.7361945468738513
rmsprop,0.0005,False,3,9,True,13.313907282808714,2.7137018619316247
rmsprop,0.0005,False,3,10,False,13.356877507354563,2.704688441616332
rmsprop,0.0005,False,3,10,True,13.308137061094607,2.7098196958966922
rmsprop,0.0005,False,3,11,False,13.62837456899736,2.792909399913729
rmsprop,0.0005,False,3,11,True,13.321669058327508,2.7146747802004914
rmsprop,0.0005,False,3,12,False,13.312018985732765,2.704639776599982
rmsprop,0.0005,False,3,12,True,13.312707043663336,2.711371714400902
rmsprop,0.0005,False,3,13,False,13.302788423937004,2.694063650722737
rmsprop,0.0005,False,3,13,True,13.304064680366555,2.7079642122805576
rmsprop,0.0005,False,3,14,False,13.517695230138273,2.7705032263321283
rmsprop,0.0005,False,3,14,True,13.31265397631355,2.7114599400391985
rmsprop,0.0005,False,3,15,False,13.376910360994941,2.739361390712477
rmsprop,0.0005,False,3,15,True,13.313672043267932,2.7123884865250494
rmsprop,0.0005,False,2,1,False,13.756546158284731,2.8535017313201516
rmsprop,0.0005,False,2,1,True,13.756546158284731,2.8535017313201516
rmsprop,0.0005,False,2,2,False,13.518823888856039,2.76813859346842
rmsprop,0.0005,False,2,2,True,13.593804952365799,2.8032304251686866
rmsprop,0.0005,False,2,3,False,13.506199252733262,2.774480089873008
rmsprop,0.0005,False,2,3,True,13.521016932885294,2.7778755542167777
rmsprop,0.0005,False,2,4,False,13.630153862888983,2.7480639216107368
rmsprop,0.0005,False,2,4,True,13.51991095054087,2.775721621433191
rmsprop,0.0005,False,2,5,False,13.875548519846573,2.828369897454884
rmsprop,0.0005,False,2,5,True,13.546316093629171,2.7823088069411863
rmsprop,0.0005,False,2,6,False,13.309975591300335,2.698427393848368
rmsprop,0.0005,False,2,6,True,13.457370408982701,2.757754728925672
rmsprop,0.0005,False,2,7,False,13.2620913307008,2.6924933848733668
rmsprop,0.0005,False,2,7,True,13.39783325034573,2.7398302198581503
rmsprop,0.0005,False,2,8,False,14.153831225632771,2.819382579106124
rmsprop,0.0005,False,2,8,True,13.378900897829064,2.732568808319672
rmsprop,0.0005,False,2,9,False,13.282910232264797,2.6755991308051357
rmsprop,0.0005,False,2,9,True,13.338185007690948,2.7181373158032667
rmsprop,0.0005,False,2,10,False,13.403460278641615,2.747090177937097
rmsprop,0.0005,False,2,10,True,13.34937609739381,2.7238095271447174
rmsprop,0.0005,False,2,11,False,13.700141587084834,2.8177465575812883
rmsprop,0.0005,False,2,11,True,13.365018786435003,2.730254956796027
rmsprop,0.0005,False,2,12,False,13.33296174541636,2.7135241107223687
rmsprop,0.0005,False,2,12,True,13.354629630305734,2.726436669458795
rmsprop,0.0005,False,2,13,False,13.237116578456646,2.6802197455724297
rmsprop,0.0005,False,2,13,True,13.333422986367541,2.719390837235256
